	m_hilicp_0000	m_hilicp_0003	m_hilicp_0004	m_hilicp_0005	m_hilicp_0006	m_hilicp_0010	m_hilicp_0011	m_hilicp_0013	m_hilicp_0017	m_hilicp_0021	m_hilicp_0022	m_hilicp_0023	m_hilicp_0024	m_hilicp_0026	m_hilicp_0029	m_hilicp_0030	m_hilicp_0033	m_hilicp_0035	m_hilicp_0036	m_hilicp_0042	m_hilicp_0043	m_hilicp_0046	m_hilicp_0047	m_hilicp_0048	m_hilicp_0049	m_hilicp_0051	m_hilicp_0055	m_hilicp_0056	m_hilicp_0057	m_hilicp_0058	m_hilicp_0060	m_hilicp_0061	m_hilicp_0064	m_hilicp_0065	m_hilicp_0069	m_hilicp_0071	m_hilicp_0072	m_hilicp_0074	m_hilicp_0075	m_hilicp_0076	m_hilicp_0077	m_hilicp_0078	m_hilicp_0079	m_hilicp_0080	m_hilicp_0082	m_hilicp_0084	m_hilicp_0085	m_hilicp_0087	m_hilicp_0088	m_hilicp_0090	m_hilicp_0091	m_hilicp_0092	m_hilicp_0093	m_hilicp_0095	m_hilicp_0096	m_hilicp_0097	m_hilicp_0098	m_hilicp_0099	m_hilicp_0100	m_hilicp_0101	m_hilicp_0102	m_hilicp_0104	m_hilicp_0107	m_hilicp_0113	m_hilicp_0116	m_hilicp_0120	m_hilicp_0121	m_hilicp_0123	m_hilicp_0124	m_hilicp_0125	m_hilicp_0127	m_hilicp_0129	m_hilicp_0131	m_hilicp_0132	m_hilicp_0134	m_hilicp_0137	m_hilicp_0138	m_hilicp_0139	m_hilicp_0141	m_hilicp_0142	m_hilicp_0145	m_hilicp_0146	m_hilicp_0149	m_hilicp_0152	m_hilicp_0154	m_hilicp_0155	m_hilicp_0158	m_hilicp_0160	m_hilicp_0161	m_hilicp_0164	m_hilicp_0165	m_hilicp_0168	m_hilicp_0169	m_hilicp_0176	m_hilicp_0180	m_hilicp_0184	m_hilicp_0185	m_hilicp_0187	m_hilicp_0188	m_hilicp_0189	m_hilicp_0190	m_hilicp_0192	m_hilicp_0193	m_hilicp_0194	m_hilicp_0195	m_hilicp_0197	m_hilicp_0200	m_hilicp_0204	m_hilicp_0205	m_hilicp_0206	m_hilicp_0207	m_hilicp_0210	m_hilicp_0211	m_hilicp_0212	m_hilicp_0215	m_hilicp_0223	m_hilicp_0225	m_hilicp_0227	m_hilicp_0229	m_hilicp_0230	m_hilicp_0231	m_hilicp_0235	m_hilicp_0236	m_hilicp_0237	m_hilicp_0238	m_hilicp_0241	m_hilicp_0242	m_hilicp_0244	m_hilicp_0247	m_hilicp_0253	m_hilicp_0255	m_hilicp_0256	m_hilicp_0259	m_hilicp_0264	m_hilicp_0265	m_hilicp_0267	m_hilicp_0270	m_hilicp_0271	m_hilicp_0272	m_hilicp_0273	m_hilicp_0278	m_hilicp_0279	m_hilicp_0291	m_hilicp_0292	m_hilicp_0293	m_hilicp_0295	m_hilicp_0305	m_hilicp_0306	m_hilicp_0310	m_hilicp_0312	m_hilicp_0315	m_hilicp_0316	m_hilicp_0318	m_hilicp_0321	m_hilicp_0322	m_hilicp_0326	m_hilicp_0332	m_hilicp_0338	m_hilicp_0347	m_hilicp_0353	m_hilicp_0356	m_hilicp_0357	m_hilicp_0358	m_hilicp_0359	m_hilicp_0360	m_hilicp_0361	m_hilicp_0362	m_hilicp_0363	m_hilicp_0364	m_hilicp_0365	m_hilicp_0366	m_hilicp_0367
s00246			22030664.0	701981.0		2905223.0	14151960.0	12451883.0			741015.0		55629.0	3160126.0	4690.0	5650154.0		10024.0		32311102.0	55910.0		7619.0		2916560.0	16972088.0	77045952.0		193784.0		111263					89629.0	14186.0		105300.0	13760.0	9100.0	282649.0			585780.0			2138378.0			51797.0			38667.0	46248		14522532	146232.0	5360407.0	5403574.0		5557933.0			4201.0		5599310.0	29839.0				15633.0		25897.0		86341.0		208986.0			35992188					33219.0	15108798		226185.0					531116.0					187358.0		498225.0		54066.0						190796.0			58463	3345902	78032.0		51196.0	50420.0	22431.0	96470.0		314969.0				11676.0	15352.0	7268.0	630171.0				147969.0	997.0						82167.0			143748.0			168328.0		176859.0					41890.0	25504.0										292244.0	523933.0	246655.0	511584.0	890996	712898			776771.0	
s00219			22724606.0	383728.0		63341.0	13962976.0	10209405.0			64949.0		65683.0	1696170.0	5083.0	4784907.0		9864.0		53338740.0	2225590.0		6647.0		105326.0	28895954.0	76286672.0		3721212.0		1716					105007.0	11926.0		1463793.0	336054.0	19039.0	436548.0			553278.0			3074107.0			54418.0			33522.0	2428407		14312765	115232.0	5239272.0	5268702.0		6244068.0			20146.0		3845626.0	29771.0				17521.0		14150.0		78017.0		182161.0			33814200					3855.0	15663819		218489.0					375123.0					37679.0		448466.0		46232.0						47495.0			6627	3946870	87704.0		61758.0	17296.0	25837.0	284071.0		296132.0				3741.0	8974.0	37619.0	397221.0				234564.0	3257324.0						91433.0			137933.0			185680.0		177709.0					0.0	12040.0										210293.0	375305.0	218561.0	399231.0	985570	687344			691840.0	
s00233			35933412.0	398189.0		1794185.0	13049852.0	11641360.0			1052818.0		64796.0	3016786.0	10331.0	5499269.0		71732.0		19426028.0	84687.0		6454.0		113671.0	29699818.0	75619456.0		212702.0		1125					722096.0	16491.0		165492.0	193390.0	1393297.0	253228.0			586780.0			3068244.0			48266.0			27745.0	55404		15787200	105521.0	25355.0	4400.0		7925594.0			9378.0		25458.0	28353.0				213316.0		34363.0		83504.0		245069.0			36120740					9942.0	16869990		235257.0					483593.0					196003.0		487289.0		52029.0						55225.0			13692	4071343	78732.0		61337.0	38690.0	29453.0	5786.0		365558.0				3532.0	18616.0	9412.0	402956.0				221600.0	1370.0						4791.0			144739.0			176729.0		180769.0					103.0	44904.0										278408.0	499962.0	393852.0	467200.0	965487	683364			761927.0	
s00238			23851386.0	371582.0		1162554.0	14007969.0	10899039.0			1201457.0		75493.0	1573310.0	4875.0	4566071.0		9218.0		56394208.0	2584288.0		6728.0		116445.0	28259178.0	73519344.0		5408795.0		832641					92594.0	12305.0		1466204.0	326707.0	5631350.0	88334.0			571660.0			3908652.0			53405.0			28049.0	2632553		13710458	140867.0	6103726.0	6126026.0		7631470.0			10186.0		4977750.0	33989.0				23141.0		20108.0		105264.0		182747.0			36459324					7781.0	14978991		217221.0					618380.0					37264.0		467428.0		47628.0						52392.0			6890	4142641	80018.0		66354.0	20553.0	25520.0	290295.0		281175.0				2655.0	20326.0	36003.0	430051.0				253863.0	4008473.0						97861.0			135682.0			179181.0		177221.0					0.0	61173.0										232324.0	413735.0	207205.0	408412.0	1000977	685110			700791.0	
s00214			24544066.0	389696.0		606388.0	12658297.0	13136708.0			1073937.0		66995.0	2501888.0	12497.0	5186967.0		57068.0		56517636.0	52074.0		7462.0		120658.0	29362698.0	74160112.0		161598.0		2045					253664.0	13806.0		345955.0	186570.0	3879470.0	175870.0			579817.0			3844228.0			49464.0			42988.0	54369		15678009	63535.0	7262.0	2297.0		6918576.0			4233.0		11865.0	33008.0				16753.0		39250.0		103454.0		238178.0			36126032					24162.0	16812508		225303.0					492592.0					197674.0		484205.0		49664.0						52078.0			8718	4183517	83332.0		56490.0	26507.0	29327.0	4070.0		313123.0				2153.0	22147.0	36683.0	415702.0				244345.0	3384053.0						7303.0			147467.0			173166.0		182211.0					0.0	48150.0										265837.0	419110.0	285198.0	450166.0	1009041	685565			757456.0	
s00237			21892656.0	395108.0		423221.0	13088827.0	11794299.0			1055333.0		54908.0	3120460.0	9881.0	5255734.0		67868.0		22494710.0	62879.0		7667.0		120114.0	29470834.0	72522152.0		195940.0		2613					811060.0	16620.0		158818.0	183110.0	1751607.0	668638.0			556208.0			3789115.0			49693.0			25944.0	54298		15697327	142693.0	7204.0	2544.0		7476564.0			5405.0		19839.0	32467.0				171937.0		34652.0		86001.0		243751.0			35872064					10265.0	16892930		225447.0					450988.0					192535.0		504470.0		53020.0						57011.0			7307	4137031	81093.0		71900.0	17568.0	32713.0	2745.0		251108.0				2447.0	11411.0	5638.0	451654.0				222759.0	217.0						5061.0			147311.0			168405.0		183313.0					0.0	62780.0										268554.0	458579.0	248371.0	485597.0	958047	688842			773933.0	
s00255			217230.0	14564.0		15378.0	51118.0	96940.0			9234.0		115.0	11909.0	17037.0	16833.0		4210.0		53584.0	32951.0		1398.0		9439.0	7409.0	277941.0		39659.0		1728					6123.0	2919.0		6654.0	5063.0	1756.0	18076.0			1905.0			1608.0			3089.0			510.0	12811		60665	1607.0	1576.0	987.0		13856.0			6149.0		29090.0	982.0				1088.0		2348.0		2634.0		2490.0			87286					6695.0	165454		2970.0					1395.0					2302.0		7930.0		1437.0						1533.0			4147	9320	2674.0		1072.0	413.0	241.0	2646.0		105.0				520.0	261.0	167.0	440.0				870.0	783.0						0.0			112.0			0.0		0.0					0.0	0.0										113.0	1408.0	1015.0	1929.0	792	164			3159.0	
s00222			33430488.0	378635.0		63446.0	14080859.0	9623364.0			84740.0		64936.0	1827846.0	4391.0	5157882.0		8605.0		55551372.0	2299451.0		7516.0		104210.0	29034620.0	76103256.0		3990692.0		1315					100503.0	11669.0		1466487.0	317828.0	21979.0	379063.0			567188.0			3810576.0			54673.0			36906.0	2457986		14024666	137847.0	5276636.0	5289052.0		6422154.0			17737.0		4233208.0	33482.0				20942.0		15998.0		75143.0		183274.0			33637784					3825.0	15518736		212090.0					427791.0					36141.0		474817.0		46848.0						51813.0			8589	3812152	79291.0		65437.0	34769.0	25127.0	284414.0		396301.0				3879.0	12065.0	37385.0	441440.0				230959.0	3233970.0						88732.0			132019.0			180056.0		164898.0					121.0	8663.0										214665.0	435212.0	395843.0	434823.0	819141	691265			759021.0	
s00223			24559414.0	367928.0		67166.0	14211889.0	10507377.0			1203312.0		74366.0	2154290.0	4152.0	4483528.0		7651.0		57133044.0	2577901.0		7562.0		118848.0	28851220.0	73375248.0		6244935.0		640137					93490.0	11115.0		1478213.0	343220.0	5880790.0	223260.0			586582.0			3293138.0			56510.0			32072.0	2650794		13471728	105815.0	6236602.0	6236602.0		8027162.0			15038.0		4977950.0	28619.0				24108.0		24519.0		107841.0		194763.0			38030748					9689.0	16044573		223009.0					620323.0					42892.0		468018.0		46806.0						55774.0			11078	4394091	86972.0		62486.0	28765.0	27094.0	291496.0		413134.0				3207.0	21518.0	34420.0	392218.0				262214.0	4278236.0						98166.0			141325.0			189557.0		177744.0					0.0	59064.0										223035.0	425057.0	256555.0	416344.0	1056166	722410			699899.0	
s00244			21773162.0	741096.0		1598741.0	14457352.0	12880684.0			767301.0		64673.0	2779842.0	5747.0	5839132.0		11145.0		12768815.0	53595.0		7135.0		2978091.0	17494594.0	75818312.0		202426.0		114295					103005.0	14489.0		106440.0	13243.0	8377.0	282322.0			594556.0			2114784.0			52974.0			43266.0	50219		15000299	80613.0	5630356.0	5672922.0		5607338.0			4351.0		5707888.0	35525.0				15904.0		37297.0		89128.0		228535.0			38618968					31463.0	15771473		242252.0					539752.0					191374.0		510109.0		57232.0						189757.0			59588	3540623	87374.0		50917.0	45468.0	24457.0	103873.0		213577.0				9833.0	19339.0	12612.0	663176.0				149782.0	1066.0						86527.0			151834.0			176069.0		189182.0					44152.0	28245.0										295566.0	491194.0	259263.0	493018.0	908686	694153			777836.0	
s00234			25492560.0	419776.0		1162499.0	13278154.0	11941773.0			1119006.0		68445.0	3234442.0	9764.0	5564502.0		64740.0		16872062.0	66691.0		5601.0		111227.0	30220914.0	74859112.0		221063.0		1259					955849.0	18468.0		175378.0	208262.0	1493084.0	264099.0			588768.0			4037840.0			52617.0			25077.0	61712		16167261	137164.0	9644.0	3100.0		7903112.0			8293.0		18195.0	29984.0				150832.0		32474.0		92403.0		242069.0			36664628					15325.0	17360738		240601.0					474347.0					202379.0		475916.0		51620.0						57319.0			7055	4253857	81494.0		61914.0	31573.0	31042.0	2170.0		244843.0				4577.0	18789.0	5578.0	392858.0				218919.0	1408.0						6126.0			153070.0			176672.0		188752.0					130.0	52058.0										283816.0	470859.0	247080.0	443399.0	1024163	693040			732077.0	
s00241			33555492.0	628389.0		1964082.0	14544358.0	11685673.0			884807.0		61301.0	2993934.0	32720.0	5733857.0		25063.0		23673470.0	1779285.0		9954.0		1207060.0	20070246.0	76833472.0		3620511.0		66624					117398.0	14940.0		512570.0	170870.0	210822.0	657475.0			601820.0			2417884.0			55734.0			46562.0	1249015		13948363	158356.0	2915571.0	29461.0		7015883.0			7060.0		5388554.0	31634.0				17300.0		22168.0		91090.0		206592.0			35995096					11829.0	14145858		267367.0					589880.0					121367.0		480238.0		56072.0						169319.0			60537	3664663	83417.0		76215.0	41061.0	23275.0	183624.0		311353.0				7238.0	16328.0	8710.0	572752.0				171529.0	401144.0						51653.0			137096.0			160604.0		170356.0					20802.0	29814.0										259517.0	506034.0	395026.0	475557.0	1008341	731808			790408.0	
s00252			29957578.0	375721.0		262313.0	14093192.0	10575328.0			1198006.0		70454.0	1821464.0	4176.0	5037259.0		8319.0		55173512.0	2707408.0		6879.0		115636.0	27859088.0	72037296.0		6866140.0		734787					66786.0	11222.0		1452464.0	324561.0	6803895.0	195441.0			571110.0			3834136.0			53040.0			27723.0	2662592		13136111	216404.0	6206074.0	6206074.0		7891080.0			8715.0		5037950.0	18175.0				23758.0		25568.0		95517.0		188846.0			36051472					8463.0	14198304		214748.0					544382.0					38592.0		467420.0		51022.0						58295.0			9243	4187534	77111.0		70317.0	14605.0	25334.0	295815.0		285534.0				3099.0	12305.0	32290.0	443453.0				245485.0	3875592.0						97165.0			134848.0			187569.0		175629.0					104.0	69797.0										227903.0	429738.0	237873.0	407231.0	1053186	747211			676951.0	
s00245			23934632.0	710982.0		226211.0	14061441.0	12184857.0			777418.0		60433.0	3010770.0	4586.0	6527021.0		9741.0		32565284.0	53107.0		7679.0		2708008.0	17340586.0	75391256.0		179382.0		122771					84110.0	12538.0		106209.0	12422.0	10313.0	362941.0			594675.0			2157005.0			51130.0			43130.0	50179		14953688	144081.0	5657113.0	5689641.0		5586998.0			4193.0		5683366.0	31154.0				15490.0		40195.0		88292.0		215943.0			37302076					32485.0	15271360		238743.0					540673.0					191810.0		500281.0		55952.0						182215.0			56864	3417746	79624.0		50209.0	49552.0	22396.0	98212.0		423551.0				11205.0	14361.0	7574.0	619126.0				154393.0	919.0						85112.0			146952.0			172044.0		188321.0					38956.0	31592.0										282801.0	518922.0	279088.0	498357.0	893524	711788			776178.0	
s00230			21406108.0	363845.0		70077.0	13739289.0	8930129.0			44554.0		66400.0	1676954.0	3960.0	4081240.0		7913.0		53748848.0	2398388.0		6626.0		107034.0	28203070.0	73378008.0		6054796.0		799					102920.0	12577.0		1395909.0	306101.0	345337.0	400045.0			507154.0			3564780.0			52800.0			30822.0	2364383		13199632	152674.0	5229886.0	5226137.0		5728098.0			19404.0		4050952.0	29463.0				18874.0		13570.0		71134.0		172328.0			31391324					5189.0	14871147		221416.0					220518.0					39383.0		458417.0		42415.0						54517.0			9114	3588930	83887.0		59923.0	30847.0	22667.0	268758.0		365961.0				5347.0	10239.0	37094.0	386493.0				272742.0	2864654.0						90839.0			121893.0			166104.0		152993.0					131.0	4702.0										189608.0	452617.0	281739.0	443116.0	974513	713233			759553.0	
s00228			31676172.0	380165.0		63675.0	13915703.0	9186397.0			50312.0		60235.0	1986991.0	4278.0	4704655.0		8855.0		53870452.0	2467474.0		10334.0		109791.0	28333898.0	76306840.0		3872980.0		2337					99316.0	12275.0		1426619.0	282815.0	334715.0	402712.0			539061.0			3057645.0			54045.0			46761.0	2447928		13387344	141272.0	5405530.0	5446860.0		6174219.0			17833.0		4076928.0	31925.0				18769.0		14558.0		73686.0		176025.0			32430232					7519.0	15411013		221624.0					416284.0					38866.0		462337.0		45085.0						54322.0			7553	3767798	80277.0		64069.0	27997.0	23447.0	277255.0		124947.0				3925.0	13709.0	34478.0	378321.0				241067.0	2979069.0						89057.0			130093.0			173445.0		163243.0					0.0	6006.0										190630.0	466692.0	400251.0	459531.0	979670	761115			776258.0	
s00220			33219142.0	401700.0		59827.0	14281488.0	9510433.0			53207.0		64905.0	1855299.0	4182.0	5567430.0		9063.0		55903104.0	2363343.0		7860.0		108529.0	29124608.0	75539752.0		3815218.0		1639					99921.0	13745.0		1460005.0	341511.0	246164.0	423885.0			559997.0			3816500.0			54713.0			39278.0	2522286		14134231	162192.0	5267592.0	5306448.0		6373638.0			19490.0		3657370.0	32566.0				20573.0		17287.0		72013.0		188730.0			33820820					2896.0	15847011		218113.0					409037.0					38063.0		467839.0		46062.0						55227.0			9306	4000048	85145.0		68991.0	29099.0	25591.0	287725.0		268323.0				4140.0	13780.0	37878.0	412424.0				247509.0	3328648.0						93079.0			130074.0			185402.0		170175.0					112.0	7737.0										211046.0	437566.0	160893.0	446816.0	1035500	718858			743100.0	
s00516			147986.0	4045.0			49346.0	100138.0			7054.0		1668.0	529.0	2213.0	3752.0	125.0			0.0	266.0				1810.0	6760.0	564120.0		13229.0		10069					7325.0	240.0	1016.0	3171.0	2254.0	930.0	926.0			1938.0				741.0		13102.0				2806		38432	137.0	17868.0	2526.0		9461.0					3185.0		468.0		0.0	808.0				440.0		2777.0			27410			131.0			155434	216.0	369.0	781.0			3833.0	825.0					1927.0		1917.0	177.0	882.0						318.0			3141	6123	2398.0		1747.0	891.0	544.0	2536.0		124.0				602.0	885.0	100.0	295.0			0.0	1061.0	1387.0			121.0			0.0			0.0	141.0		0.0		0.0	0.0					0.0	0.0						0.0			331.0	670.0	0.0	18927.0	99	147			718.0	
s00604			10540305.0	16760.0			10906013.0	5201279.0			698277.0		24843.0	608847.0	23299.0	712315.0	1481.0			5263.0	3302.0				82572.0	16717006.0	54259984.0		130268.0		1898					205785.0	9187.0	1840428.0	614530.0	20213.0	358.0	2858551.0			538286.0				2537252.0		30835.0				58375		12396269	10049.0	4495542.0	45585.0		112359.0					99004.0		57086.0		103297.0	1586880.0				81279.0		234563.0			130781			18151.0			64906	1902.0	11485.0	173868.0			67127.0	8422.0					26926.0		405553.0	252378.0	46099.0						86528.0			1637	572484	56703.0		25225.0	16564.0	20426.0	117907.0		194599.0				8358.0	12114.0	36156.0	125085.0			323.0	28471.0	1878.0			0.0			79498.0			138557.0	14759.0		142116.0		168189.0	15443.0					5541.0	0.0						6156.0			141793.0	257919.0	236354.0	258431.0	745794	437421			656987.0	
s00551			21416902.0	255210.0			9645175.0	5226323.0			596320.0		23922.0	366496.0	2142.0	584158.0	269308.0			69064.0	110648.0				54871.0	16973302.0	46522224.0		3803251.0		390516					58460.0	29365.0	1406968.0	410619.0	145270.0	357088.0	735697.0			406204.0				2541245.0		28202.0				945672		9536307	29066.0	4265442.0	40658.0		4564926.0					128984.0		24013.0		110995.0	9070.0				66139.0		147246.0			22211622			20146.0			11260687	5559.0	142609.0	5645.0			39670.0	100884.0					26903.0		339890.0	4519.0	33619.0						36915.0			2576	2593136	53147.0		37878.0	13716.0	21346.0	184941.0		177609.0				679.0	24275.0	101004.0	57654.0			402.0	129794.0	3101668.0			74343.0			69506.0			118007.0	25143.0		96076.0		120561.0	10112.0					9442.0	1803.0						661.0			143073.0	211161.0	179962.0	231206.0	715026	403913			411596.0	
s00566			21186266.0	246766.0			9088686.0	5013313.0			585803.0		25111.0	360483.0	1818.0	542907.0	265686.0			30506.0	122005.0				52943.0	17748680.0	46479520.0		3642031.0		1286					58336.0	7286.0	1350491.0	653185.0	159237.0	299640.0	749025.0			391879.0				2683441.0		26582.0				1546471		9228461	14154.0	3983923.0	48817.0		4461622.0					20263.0		22079.0		10648.0	9757.0				67174.0		137534.0			21903450			21788.0			11063257	2797.0	146337.0	10266.0			21374.0	83135.0					29902.0		317865.0	295.0	31330.0						36041.0			2580	2657853	53461.0		37467.0	13877.0	20694.0	164081.0		183203.0				761.0	26824.0	25251.0	111516.0			964.0	142185.0	2852006.0			10980.0			69091.0			100287.0	19994.0		138371.0		151451.0	11148.0					9056.0	2932.0						2553.0			131610.0	208114.0	116289.0	243871.0	711179	426749			432977.0	
s00541			21738234.0	249008.0			9762952.0	5524092.0			633192.0		17681.0	362873.0	2125.0	568063.0	268558.0			67553.0	101225.0				59101.0	15999684.0	46617452.0		3930428.0		337466					62623.0	20506.0	1451607.0	248166.0	143461.0	384183.0	686088.0			404247.0				2581553.0		28432.0				1011486		9454223	11078.0	4406084.0	50352.0		4686135.0					127393.0		23214.0		101603.0	10298.0				66725.0		141244.0			22186576			22233.0			11014862	2396.0	144763.0	5224.0			36845.0	106674.0					24583.0		335088.0	2349.0	33365.0						39023.0			3710	2682556	53153.0		35911.0	15006.0	17678.0	194549.0		248553.0				388.0	23121.0	129054.0	139868.0			103.0	120627.0	3128264.0			83563.0			67955.0			137273.0	28157.0		100710.0		130168.0	2129.0					14998.0	6263.0						0.0			151636.0	215336.0	172097.0	236461.0	708884	444358			425346.0	
s00561			22372094.0	193052.0			9117846.0	5958150.0			441484.0		23546.0	459583.0	4210.0	705728.0	214.0			78915.0	2545.0				55830.0	17451798.0	45992540.0		136061.0		2352					577034.0	8346.0	1485063.0	160008.0	108655.0	286133.0	689726.0			409441.0				2664011.0		30150.0				43341		10692217	11156.0	8109.0	362.0		4644964.0					2097.0		24155.0		5610.0	9774.0				73185.0		180237.0			22856546			2380.0			12069185	7936.0	177137.0	6518.0			65232.0	15979.0					115927.0		314284.0	8648.0	35534.0						37490.0			1213	2584316	54173.0		42747.0	6365.0	27082.0	1842.0		143848.0				196.0	14146.0	29406.0	123058.0			105.0	140516.0	2998352.0			12503.0			3822.0			128088.0	17663.0		144026.0		153478.0	9312.0					646.0	8685.0						116.0			168786.0	198164.0	174989.0	226753.0	733004	438925			420013.0	
s00546			21321616.0	238863.0			9762654.0	5360828.0			614308.0		25350.0	416353.0	1442.0	548249.0	263766.0			59497.0	93013.0				62173.0	15072858.0	46862804.0		3756905.0		336623					62448.0	23485.0	1459856.0	356417.0	169935.0	275266.0	814383.0			400404.0				2438920.0		31503.0				880521		9321132	4759.0	4206795.0	39675.0		4669156.0					120675.0		22892.0		79744.0	11446.0				66506.0		131565.0			21361606			16439.0			10571118	2490.0	137127.0	5328.0			34224.0	105792.0					28158.0		328261.0	1361.0	31322.0						40289.0			2163	2530154	52444.0		40189.0	11234.0	17613.0	215592.0		159257.0				6880.0	12116.0	73608.0	89633.0			367.0	126745.0	2215682.0			49749.0			63015.0			116430.0	20670.0		96369.0		118151.0	1712.0					17448.0	6773.0						259.0			145486.0	226603.0	129121.0	253205.0	732981	445109			445538.0	
s00620			21361304.0	5349826.0			8970898.0	5528683.0			631967.0		16639.0	353350.0	1247.0	597071.0	269607.0			84391.0	3535.0				59400.0	16612712.0	46714688.0		4021240.0		1531					58478.0	5606.0	1458720.0	816700.0	160388.0	163232.0	1043076.0			408557.0				11362417.0		28936.0				734221		9245539	10773.0	4182098.0	44260.0		4943971.0					55560.0		20840.0		98821.0	12340.0				68474.0		134298.0			21358836			18477.0			68159	3048.0	560840.0	12291.0			11280.0	11480.0					21695.0		292198.0	2270.0	34730.0						39715.0			7027	2701345	51455.0		36880.0	8296.0	18814.0	140612.0		266442.0				1490.0	8127.0	19174.0	138218.0			1874.0	140077.0	1114194.0			5205.0			65372.0			96860.0	19275.0		137120.0		133660.0	10102.0					1369.0	1701.0						1386.0			152372.0	216926.0	112595.0	239239.0	713661	429254			429512.0	
s00515			20462784.0	225183.0			8378016.0	5092891.0			665709.0		17476.0	339750.0	2275.0	537446.0	244041.0			73192.0	126629.0				57312.0	17562668.0	46265920.0		3485086.0		394697					62162.0	15556.0	1361240.0	426766.0	137493.0	267964.0	784246.0			388934.0				2551433.0		24665.0				1154926		8819014	7118.0	3777864.0	42682.0		4430135.0					125638.0		26309.0		76587.0	9600.0				72813.0		123436.0			20575376			10292.0			9836068	1451.0	139045.0	4803.0			61293.0	98640.0					26181.0		297339.0	1197.0	30008.0						36582.0			1616	2549211	55109.0		44475.0	10268.0	18390.0	191074.0		226406.0				881.0	20093.0	48236.0	105419.0			124.0	152314.0	2368509.0			27219.0			61060.0			91158.0	12646.0		101476.0		114044.0	9508.0					18882.0	11563.0						0.0			135749.0	236458.0	106463.0	273728.0	784430	453302			478099.0	
s00598			21260950.0	249971.0			9598899.0	5422860.0			593860.0		22343.0	284361.0	1093.0	530444.0	250802.0			63247.0	117540.0				60027.0	17459714.0	46628600.0		3695682.0		468799					56150.0	6469.0	1427566.0	810166.0	173719.0	153370.0	983018.0			406536.0				2590160.0		30121.0				1603799		9769510	19215.0	3747682.0	46837.0		4624046.0					118420.0		21746.0		122067.0	10139.0				79517.0		132091.0			22092298			28092.0			11109666	2863.0	144892.0	5538.0			44540.0	27342.0					28862.0		299061.0	3251.0	34745.0						35820.0			1922	2460886	54319.0		48965.0	5223.0	18558.0	186440.0		151153.0				1343.0	11522.0	20649.0	164176.0			937.0	112218.0	1266261.0			7776.0			67283.0			103564.0	17202.0		137640.0		139318.0	10326.0					5970.0	3301.0						1244.0			142082.0	223792.0	170219.0	240941.0	726894	449530			433049.0	
s00591			20766638.0	246615.0			9350592.0	5429433.0			522176.0		27203.0	287865.0	1441.0	587271.0	247641.0			59688.0	103616.0				54016.0	16489327.0	42771460.0		3848334.0		891					42001.0	6622.0	1401249.0	804483.0	157384.0	262844.0	2472.0			408103.0				2613918.0		26905.0				1149223		9413369	20696.0	3713757.0	46223.0		4517145.0					116662.0		20557.0		164141.0	8279.0				64719.0		133923.0			21990674			26989.0			10727969	5919.0	137383.0	9373.0			20979.0	373835.0					32707.0		294121.0	5725.0	33261.0						39408.0			6135	2418553	53172.0		49524.0	16981.0	21060.0	187583.0		232078.0				1227.0	11894.0	19478.0	90939.0			278.0	114225.0	2604250.0			12101.0			39348.0			104100.0	16384.0		141248.0		136772.0	939.0					4229.0	2071.0						221.0			149543.0	218599.0	169183.0	240721.0	716136	438382			428442.0	
s00617			20969702.0	249221.0			9528085.0	5122954.0			628262.0		20712.0	367806.0	1375.0	530517.0	257079.0			57761.0	112200.0				58083.0	16643491.0	46468064.0		3807084.0		35667					42453.0	21267.0	1416601.0	705866.0	162856.0	149951.0	1285114.0			395295.0				2541986.0		30233.0				1612308		9948668	19421.0	2264671.0	34679.0		4610746.0					67976.0		21470.0		88701.0	9234.0				71046.0		138966.0			21001158			25995.0			11205043	2792.0	148444.0	7707.0			26988.0	33023.0					41886.0		301280.0	1011.0	31710.0						40423.0			1066	2528590	54645.0		45682.0	13051.0	21399.0	126336.0		197977.0				394.0	14790.0	26863.0	60249.0			1593.0	126401.0	1579069.0			10752.0			55812.0			109483.0	19898.0		140226.0		189038.0	4614.0					11853.0	3985.0						1834.0			138679.0	222272.0	173270.0	236766.0	730047	428991			413889.0	
s00622			19968848.0	5484658.0			8903680.0	5699500.0			622337.0		23664.0	382103.0	1594.0	538144.0	293087.0			79410.0	2497.0				56642.0	16622259.0	47066072.0		4133398.0		296					41310.0	5621.0	1471201.0	793392.0	156320.0	123885.0	1167209.0			399268.0				11152296.0		29447.0				758118		9098214	16507.0	4033588.0	58154.0		5065778.0					50671.0		11999.0		78378.0	11799.0				62604.0		128148.0			21228696			22617.0			64635	2775.0	540420.0	10136.0			14844.0	16105.0					21643.0		303399.0	842.0	35243.0						37381.0			10247	2610462	48351.0		31940.0	12046.0	19806.0	138025.0		204578.0				335.0	17125.0	19178.0	153235.0			1868.0	133141.0	1162301.0			4658.0			64439.0			96789.0	18119.0		135674.0		132612.0	11241.0					4725.0	1522.0						1282.0			158269.0	223515.0	102265.0	241148.0	736827	425276			431360.0	
