	m_c18p_0000	m_c18p_0001	m_c18p_0003	m_c18p_0005	m_c18p_0006	m_c18p_0007	m_c18p_0008	m_c18p_0009	m_c18p_0011	m_c18p_0012	m_c18p_0013	m_c18p_0014	m_c18p_0015	m_c18p_0017	m_c18p_0018	m_c18p_0019	m_c18p_0020	m_c18p_0021	m_c18p_0022	m_c18p_0023	m_c18p_0025	m_c18p_0026	m_c18p_0027	m_c18p_0028	m_c18p_0029	m_c18p_0030	m_c18p_0031	m_c18p_0032	m_c18p_0035	m_c18p_0037	m_c18p_0038	m_c18p_0039	m_c18p_0041	m_c18p_0042	m_c18p_0043	m_c18p_0044	m_c18p_0046	m_c18p_0047	m_c18p_0049	m_c18p_0050	m_c18p_0052	m_c18p_0053	m_c18p_0055	m_c18p_0056	m_c18p_0060	m_c18p_0064	m_c18p_0065	m_c18p_0067	m_c18p_0068	m_c18p_0069	m_c18p_0070	m_c18p_0072	m_c18p_0076	m_c18p_0080	m_c18p_0081	m_c18p_0082	m_c18p_0083	m_c18p_0084	m_c18p_0091	m_c18p_0093	m_c18p_0094	m_c18p_0098	m_c18p_0100	m_c18p_0102	m_c18p_0103	m_c18p_0105	m_c18p_0107	m_c18p_0108	m_c18p_0111	m_c18p_0112	m_c18p_0113	m_c18p_0114	m_c18p_0115	m_c18p_0117	m_c18p_0118	m_c18p_0119	m_c18p_0120	m_c18p_0121	m_c18p_0124	m_c18p_0125	m_c18p_0126	m_c18p_0129	m_c18p_0131	m_c18p_0133	m_c18p_0134	m_c18p_0135	m_c18p_0136	m_c18p_0137	m_c18p_0139	m_c18p_0140	m_c18p_0142	m_c18p_0146	m_c18p_0147	m_c18p_0149	m_c18p_0152	m_c18p_0154	m_c18p_0158	m_c18p_0159	m_c18p_0160	m_c18p_0161	m_c18p_0162	m_c18p_0163	m_c18p_0164	m_c18p_0170	m_c18p_0172	m_c18p_0174	m_c18p_0176	m_c18p_0177	m_c18p_0178	m_c18p_0179	m_c18p_0186	m_c18p_0189	m_c18p_0190	m_c18p_0195	m_c18p_0197	m_c18p_0199	m_c18p_0202	m_c18p_0204	m_c18p_0207	m_c18p_0209	m_c18p_0210	m_c18p_0213	m_c18p_0216	m_c18p_0217	m_c18p_0219	m_c18p_0220	m_c18p_0222	m_c18p_0223	m_c18p_0226	m_c18p_0232	m_c18p_0233	m_c18p_0234	m_c18p_0242	m_c18p_0245	m_c18p_0246	m_c18p_0249	m_c18p_0253	m_c18p_0255	m_c18p_0259	m_c18p_0263	m_c18p_0265	m_c18p_0267	m_c18p_0269	m_c18p_0270	m_c18p_0272	m_c18p_0274	m_c18p_0276	m_c18p_0278	m_c18p_0279	m_c18p_0280	m_c18p_0281	m_c18p_0283	m_c18p_0285	m_c18p_0286	m_c18p_0288	m_c18p_0290	m_c18p_0291	m_c18p_0301	m_c18p_0309	m_c18p_0311	m_c18p_0312	m_c18p_0314	m_c18p_0316	m_c18p_0319	m_c18p_0320	m_c18p_0322	m_c18p_0323	m_c18p_0324	m_c18p_0326	m_c18p_0327	m_c18p_0328	m_c18p_0329	m_c18p_0330	m_c18p_0332	m_c18p_0333	m_c18p_0342	m_c18p_0343	m_c18p_0348	m_c18p_0349	m_c18p_0353	m_c18p_0354	m_c18p_0355	m_c18p_0360	m_c18p_0361	m_c18p_0364	m_c18p_0365	m_c18p_0366	m_c18p_0369	m_c18p_0371	m_c18p_0372	m_c18p_0374	m_c18p_0375	m_c18p_0376	m_c18p_0377	m_c18p_0378	m_c18p_0379	m_c18p_0380	m_c18p_0381	m_c18p_0383	m_c18p_0384	m_c18p_0385	m_c18p_0387	m_c18p_0388	m_c18p_0390	m_c18p_0391	m_c18p_0392	m_c18p_0397	m_c18p_0398	m_c18p_0399	m_c18p_0400	m_c18p_0401	m_c18p_0402	m_c18p_0403	m_c18p_0405	m_c18p_0408	m_c18p_0410	m_c18p_0417	m_c18p_0418	m_c18p_0419	m_c18p_0421	m_c18p_0422	m_c18p_0423	m_c18p_0424	m_c18p_0426	m_c18p_0428	m_c18p_0429	m_c18p_0430	m_c18p_0432	m_c18p_0433	m_c18p_0438	m_c18p_0440	m_c18p_0442	m_c18p_0443	m_c18p_0445	m_c18p_0449	m_c18p_0453	m_c18p_0454	m_c18p_0456	m_c18p_0460	m_c18p_0461	m_c18p_0462	m_c18p_0464	m_c18p_0466	m_c18p_0469	m_c18p_0472	m_c18p_0474	m_c18p_0480	m_c18p_0481	m_c18p_0482	m_c18p_0483	m_c18p_0485	m_c18p_0491	m_c18p_0495	m_c18p_0496	m_c18p_0498	m_c18p_0503	m_c18p_0504	m_c18p_0508	m_c18p_0509	m_c18p_0510	m_c18p_0514	m_c18p_0516	m_c18p_0518	m_c18p_0521	m_c18p_0533	m_c18p_0535	m_c18p_0544	m_c18p_0551	m_c18p_0554	m_c18p_0555	m_c18p_0556	m_c18p_0557	m_c18p_0558	m_c18p_0559	m_c18p_0560	m_c18p_0561	m_c18p_0562	m_c18p_0563	m_c18p_0564	m_c18p_0565	m_c18p_0566	m_c18p_0567	m_c18p_0568	m_c18p_0569	m_c18p_0570	m_c18p_0571
s00063						139.0		106	8583.0	12903.0		305194	27231.0	0.0			0.0		482982.0	0.0			111.0	1670	0.0			4671		16194	14437.0	2053		135912.0			0.0		6963	122.0			163.0	204.0		803.0	351.0	2332	3571.0		0.0			49571.0	19863.0				1808.0	3310.0			1057.0						1318	121.0			1573.0		117.0		217.0		733.0			1258.0			434.0	1678.0		2899.0		280.0		473.0			0.0	198.0		804.0	843.0	2417.0		67.0	0.0	376.0	912	150.0			1100.0							2150.0				1715.0	1039.0			0.0		0.0	3289			27588.0	15287.0	28072.0	0.0				25824.0					456.0	135.0								129.0							230		131.0	34.0	208.0		28.0	195.0			119	342.0	125			0.0					115.0		130.0			254	114.0							272.0				146.0		0.0	460.0	0.0							1319.0	0.0	10.0			0.0	0.0				123.0	15029.0	0.0							0.0		135.0			0.0	0.0	0.0		26801.0	0.0			0.0			0.0			415.0					0.0				0.0					0.0		0.0		0	0.0	1276390.0					0		373	130	696.0	1911.0	2156	108.0	3453	479	131	658	0.0		0.0	187259.0	0.0	0.0
s00102						5903.0		3352386	487692.0	1271838.0		36255936	30214.0	209018.0			4444.0		1651205.0	12052.0			195091.0	1098576	100870.0			841428		11703898	1734542.0	9469649		100709.0			1076.0		459199	2423.0			826528.0	262820.0		17797.0	31756.0	231091	1074768.0		17453.0			10227082.0	42200.0				290505.0	6771.0			6211.0						19640	6244.0			598638.0		217203.0		25691.0		1259679.0			4468924.0			86376.0	52222.0		5189.0		1758136.0		13338.0			7743.0	16018.0		25855.0	3082.0	14885.0		27665.0	894747.0	720999.0	2028047	1031978.0			21252214.0							142409.0				12472.0	14279.0			30571.0		419856.0	79579			61805.0	21732964.0	76293520.0	13404.0				156886.0					154554.0	22012.0								1349584.0							9255544		15009.0	94040.0	465.0		41937.0	4774.0			22215	243.0	33782			40977.0					115121.0		23622.0			10309	39542.0							10477.0				103621.0		12209.0	51231.0	8042.0							48430.0	82993.0	26973.0			9444.0	6977.0				33896.0	25314.0	1193114.0							37263.0		13150.0			104233.0	14710.0	28316.0		11265.0	72902.0			2525.0			25051.0			75361.0					384819.0				29233.0					47.0		209.0		60799	38139.0	469200.0					105382		499002	1011594	762914.0	464702.0	1588242	1494362.0	257906	2852370	1680618	249954	80568.0		40769.0	82569.0	35482.0	22027.0
s00065						11746.0		7038	2787581.0	1458269.0		44623132	48478.0	349412.0			29600.0		21964606.0	23253.0			174279.0	45603	105801.0			1482193		3018142	90227.0	10041534		6255.0			2473.0		16132	10116.0			939271.0	6783.0		30360.0	31907.0	115345	934623.0		21599.0			1502449.0	2502.0				8778.0	5602.0			8962.0						131970	7805.0			482268.0		42563.0		4132.0		1398.0			5152616.0			78330.0	48949.0		42989.0		1758982.0		63280.0			6691.0	15347.0		21615.0	29224.0	16480.0		56416.0	572510.0	29044.0	1882922	1664.0			24893768.0							13449.0				30053.0	50589.0			24875.0		406472.0	73934			78047.0	23014076.0	78350520.0	6998.0				154668.0					149992.0	21238.0								84607.0							10857220		17584.0	181.0	2679.0		94105.0	4107.0			13126	507.0	43921			58491.0					81731.0		21776.0			2421	48673.0							10088.0				102628.0		14648.0	60541.0	3887.0							47897.0	30227.0	29036.0			19593.0	0.0				34560.0	37171.0	899018.0							0.0		386.0			9565.0	0.0	625.0		16616.0	30799.0			4285.0			23803.0			91623.0					417873.0				4569.0					817.0		789.0		51046	728.0	444613.0					111649		473727	1055184	568091.0	459385.0	1558954	1527071.0	275824	2824756	1642879	321530	76496.0		38800.0	184169.0	39358.0	24368.0
s00056						6115.0		36362	100749.0	1186392.0		39549584	84825.0	153053.0			6157.0		2862664.0	13808.0			1096.0	544490	129664.0			741562		12925310	320446.0	17575098		83763.0			13460.0		97931	8413.0			10177.0	228869.0		39075.0	31057.0	416757	487183.0		15390.0			7960963.0	34257.0				133559.0	5976.0			7521.0						20586	10495.0			872180.0		97359.0		24119.0		714428.0			6545926.0			95400.0	53283.0		52838.0		1872140.0		16823.0			5088.0	13710.0		23811.0	4345.0	14694.0		11877.0	647667.0	836704.0	2099300	11947.0			23435270.0							165692.0				20588.0	16184.0			12618.0		444256.0	78279			59470.0	25001170.0	80746440.0	7022.0				121990.0					114701.0	21677.0								270606.0							10730619		22560.0	207.0	4580.0		50285.0	8832.0			23214	95540.0	31819			63901.0					127689.0		24057.0			8348	47098.0							9781.0				90698.0		14597.0	33090.0	9374.0							55091.0	21694.0	27839.0			20896.0	8817.0				40790.0	32613.0	854377.0							162627.0		19282.0			119333.0	0.0	97393.0		16632.0	78655.0			24509.0			16054.0			59756.0					141579.0				37353.0					601.0		0.0		23727	7130.0	471050.0					88551		453638	968576	704144.0	497943.0	1613912	1554187.0	297590	3278295	1775920	353455	83028.0		40177.0	118131.0	43213.0	28364.0
s00078						168.0		0	7797.0	13228.0		49330	16634.0	0.0			0.0		441388.0	0.0			227.0	573	0.0			3858		17560	10580.0	23597		65888.0			119.0		4120	0.0			121.0	1442.0		777.0	270.0	2087	667.0		0.0			155684.0	11955.0				210.0	1980.0			7759.0						1354	0.0			1095.0		254.0		633.0		1838.0			371.0			1102.0	1151.0		999.0		1005.0		513.0			935.0	134.0		2173.0	2100.0	264.0		2231.0	124.0	150.0	527	0.0			3926.0							3168.0				872.0	1696.0			109.0		121.0	4251			4590.0	18328.0	24070.0	215.0				5040.0					178.0	98.0								0.0							915		241.0	862.0	119.0		605.0	1167.0			0	119.0	0			176.0					0.0		0.0			121	259.0							597.0				465.0		119.0	612.0	0.0							1485.0	0.0	353.0			0.0	0.0				0.0	14844.0	0.0							0.0		0.0			0.0	0.0	0.0		20895.0	0.0			0.0			0.0			647.0					0.0				0.0					0.0		0.0		0	0.0	1306296.0					0		116	71	669.0	1702.0	2225	162.0	4552	570	153	857	0.0		0.0	170313.0	116.0	0.0
s00024						7479.0		945547	106521.0	1690518.0		36547884	33942.0	9651.0			2161.0		2676624.0	17110.0			124096.0	426886	121928.0			1015243		6636782	106005.0	5509063		103260.0			1103.0		529684	2543.0			775068.0	328826.0		23590.0	35412.0	38230	396099.0		21429.0			1611114.0	35653.0				162943.0	2370.0			7933.0						20311	5788.0			312406.0		304540.0		20102.0		9149.0			2360896.0			89586.0	34728.0		19758.0		1800163.0		3659.0			3960.0	17954.0		21943.0	3110.0	14941.0		241.0	839618.0	822294.0	2132258	974178.0			20602816.0							135531.0				12543.0	15311.0			23771.0		221932.0	81377			74043.0	20609844.0	73100232.0	4745.0				121768.0					111809.0	28965.0								24229.0							6352334		8550.0	47361.0	3017.0		41031.0	6204.0			38262	416.0	34395			26886.0					46811.0		30148.0			1869	41951.0							11975.0				75913.0		10481.0	53506.0	10331.0							44639.0	20144.0	17929.0			56845.0	65274.0				38247.0	32893.0	426207.0							2880974.0		115991.0			95968.0	21000.0	274600.0		14635.0	78930.0			2193.0			25298.0			56672.0					395197.0				38876.0					1757.0		282.0		11184	24602.0	482916.0					81275		551218	1096758	786301.0	440856.0	1567737	1406428.0	244582	3080404	1580398	336927	72373.0		41069.0	447543.0	42112.0	24769.0
s00037						7879.0		1740568	2962259.0	1334621.0		52085760	987209.0	115620.0			7562.0		20650626.0	17302.0			230914.0	26366	118687.0			915367		7623314	181838.0	1572063		22365.0			1279.0		174679	2534.0			811004.0	2980.0		40527.0	583100.0	27096	806512.0		32655.0			5141884.0	23350.0				4011.0	439251.0			9343.0						15973	9093.0			561052.0		11400.0		217.0		0.0			2513076.0			85512.0	28923.0		47625.0		1864244.0		1617.0			49596.0	14229.0		27221.0	55664.0	30134.0		14760.0	606514.0	19751.0	2222393	846837.0			18887606.0							159949.0				133184.0	48134.0			22846.0		335124.0	89449			73280.0	23472378.0	82631696.0	11962.0				165644.0					163917.0	4012.0								58087.0							13526633		9290.0	104241.0	4209.0		81422.0	4333.0			27706	110.0	42156			115491.0					102495.0		22091.0			6621	82060.0							9860.0				96131.0		15990.0	54603.0	905.0							50161.0	504.0	26712.0			11128.0	743.0				13138.0	34096.0	663331.0							0.0		0.0			3836.0	0.0	0.0		22896.0	12260.0			580.0			18727.0			67320.0					501136.0				498.0					631.0		40288.0		38261	929.0	602659.0					93364		524714	1193703	832998.0	494635.0	1525867	1640784.0	295727	2832920	1666314	310707	76460.0		40174.0	382760.0	48676.0	35977.0
s00067						13647.0		5507	2180141.0	1458763.0		46345488	46613.0	254598.0			24194.0		21450218.0	22493.0			171719.0	36431	125100.0			930713		1615260	105397.0	9851615		3058.0			2158.0		12517	12041.0			915043.0	6538.0		38272.0	36374.0	113286	910067.0		15983.0			1271250.0	1156.0				5201.0	2784.0			11869.0						136326	11821.0			331844.0		30385.0		5014.0		2889.0			5136600.0			76483.0	40153.0		45583.0		1761538.0		59283.0			7787.0	14533.0		22983.0	28867.0	18314.0		49436.0	610902.0	30191.0	2342707	3510.0			24844414.0							13315.0				30552.0	49561.0			30997.0		371474.0	54860			43932.0	21807164.0	80492768.0	6628.0				174243.0					159046.0	20048.0								80974.0							10978924		15263.0	288.0	250.0		108469.0	3986.0			13792	252.0	39073			61578.0					92387.0		22541.0			2878	51405.0							12806.0				91345.0		14743.0	58194.0	3499.0							46167.0	20485.0	27608.0			12364.0	350.0				35345.0	34926.0	772621.0							627.0		0.0			5404.0	0.0	660.0		14734.0	25430.0			4945.0			24374.0			93908.0					450237.0				4530.0					0.0		626.0		52441	272.0	415815.0					102617		480971	1065847	800686.0	475721.0	1570228	1515021.0	283767	2951153	1666413	328361	76694.0		40656.0	164628.0	40381.0	26611.0
s00100						7314.0		3527155	45388.0	1287358.0		36978776	36495.0	213272.0			5584.0		1676952.0	12540.0			197504.0	1162098	103612.0			980210		11664283	1764228.0	9576043		104499.0			686.0		475539	1754.0			825569.0	289298.0		30235.0	28322.0	246432	1138551.0		15609.0			10739692.0	43544.0				286274.0	8910.0			9837.0						19285	5414.0			496590.0		219309.0		15892.0		1230086.0			4670926.0			86815.0	49707.0		5792.0		1737668.0		13734.0			9490.0	15018.0		24661.0	2672.0	15539.0		36476.0	885566.0	764895.0	2053623	1056410.0			21465746.0							133771.0				13231.0	13413.0			21583.0		427030.0	77153			57959.0	21176980.0	77352200.0	13415.0				155490.0					156587.0	21743.0								1471741.0							9384240		14377.0	91836.0	1694.0		38344.0	5750.0			24024	0.0	35220			39960.0					116121.0		26346.0			12770	37593.0							10398.0				104881.0		11541.0	49668.0	7612.0							42671.0	101132.0	29168.0			1148.0	2657.0				32412.0	29350.0	1251032.0							12195.0		3494.0			103457.0	12855.0	10782.0		12405.0	78896.0			1775.0			24433.0			77651.0					396974.0				29614.0					0.0		0.0		58191	35835.0	454250.0					112362		493152	1005127	804639.0	490999.0	1577911	1494168.0	257154	2812322	1649937	246035	80409.0		43428.0	81026.0	33218.0	21170.0
s00066						9642.0		532231	26347.0	1527216.0		36883848	47946.0	84882.0			6672.0		2312060.0	26359.0			207004.0	486408	113715.0			553171		7136298	104129.0	7927284		88196.0			866.0		533300	1935.0			809441.0	118382.0		24924.0	33436.0	196628	353679.0		16424.0			114072.0	1663.0				41961.0	2390.0			12063.0						18985	8597.0			326806.0		69493.0		18459.0		17.0			6736680.0			80534.0	36568.0		43468.0		1859997.0		4985.0			4526.0	14201.0		23081.0	13411.0	15479.0		27533.0	891410.0	892026.0	2165752	1122688.0			23123020.0							150194.0				14464.0	40386.0			19834.0		262745.0	166755			67590.0	20973324.0	76907488.0	6905.0				117827.0					111260.0	23960.0								24283.0							9327936		7127.0	43822.0	1910.0		41507.0	3911.0			25792	104.0	33757			26772.0					117622.0		31870.0			4033	45922.0							10204.0				100802.0		11847.0	52048.0	9150.0							48560.0	32365.0	28829.0			1795.0	621.0				35036.0	38274.0	479213.0							0.0		0.0			92791.0	0.0	0.0		17644.0	71989.0			3140.0			20622.0			98234.0					355101.0				34452.0					2376.0		353.0		49298	239.0	467865.0					71964		485091	1016031	662277.0	484537.0	1550233	1428269.0	260613	2794634	1605726	331751	73104.0		40384.0	201165.0	44709.0	22257.0
s00117						5270.0		3680908	3299186.0	240705.0		49247708	72640.0	238134.0			8026.0		34520232.0	18342.0			171791.0	31846	122838.0			1435808		8074660	100049.0	47455		19089.0			720.0		276321	1718.0			750291.0	3189.0		33972.0	33770.0	3866	924901.0		25759.0			5865679.0	18287.0				8510.0	2071888.0			8976.0						18458	8809.0			407364.0		126964.0		5219.0		5494.0			1237695.0			109096.0	31561.0		43702.0		1912067.0		3062.0			7755.0	14982.0		19205.0	13033.0	16506.0		18066.0	770578.0	40842.0	1978117	1308833.0			19305696.0							141508.0				23631.0	15723.0			29063.0		315911.0	90935			13050.0	86155.0	320893.0	5358.0				161081.0					107030.0	21088.0								50993.0							52659		15220.0	129253.0	27772.0		40879.0	4882.0			45954	26929.0	41134			28375.0					123354.0		25381.0			548871	41878.0							14237.0				109448.0		12382.0	66804.0	3340.0							39272.0	1551.0	24473.0			52527.0	60113.0				47133.0	34001.0	646841.0							4160144.0		259428.0			5327.0	26269.0	276021.0		11464.0	36403.0			2543.0			21788.0			83931.0					483575.0				0.0					3142.0		0.0		31033	1649.0	433192.0					91708		546385	1169732	1257358.0	538410.0	2487976	1641797.0	286415	2925160	1723613	319128	86249.0		37425.0	64173.0	38664.0	23484.0
s00070						12766.0		1247902	60541.0	285578.0		43586676	19791.0	134168.0			11910.0		13512317.0	22917.0			189940.0	179979	116246.0			581738		7695116	110724.0	211044		83384.0			1095.0		574326	1625.0			735073.0	87740.0		27138.0	32495.0	36050	131242.0		19656.0			550087.0	10611.0				77514.0	1892368.0			5794.0						19700	6682.0			411906.0		76067.0		26613.0		255816.0			1036998.0			87990.0	33527.0		46986.0		1834890.0		3787.0			3968.0	17069.0		20495.0	3587.0	15732.0		21027.0	892274.0	641625.0	2179992	1150085.0			24378836.0							136226.0				13788.0	13867.0			42574.0		208863.0	133365			40669.0	21269816.0	77402912.0	7904.0				144218.0					111089.0	23163.0								35981.0							8944193		4653.0	32556.0	2125.0		38169.0	3984.0			31374	233.0	31456			28290.0					127743.0		27778.0			4239	49017.0							9507.0				90948.0		10647.0	50931.0	7882.0							42701.0	13654.0	31726.0			120103.0	91965.0				32856.0	35342.0	180226.0							3741474.0		214319.0			94147.0	15324.0	472523.0		16908.0	78675.0			1671.0			23454.0			103341.0					358437.0				29599.0					0.0		115.0		44861	15456.0	439383.0					63111		507367	1110417	801237.0	485702.0	1569255	1483213.0	255580	2741280	1589583	312047	78067.0		44463.0	95503.0	40412.0	22557.0
s00096						5644.0		3339645	47681.0	1429119.0		43432992	2113168.0	224407.0			7318.0		23670234.0	15498.0			227225.0	1293822	111617.0			1099464		12229347	1841281.0	7287402		89964.0			1371.0		446458	2761.0			835577.0	235227.0		12160.0	30069.0	46013	957020.0		17063.0			9307602.0	28124.0				73597.0	7595.0			13286.0						20373	6124.0			571632.0		258868.0		28820.0		2748175.0			1335930.0			90588.0	44621.0		47363.0		1909677.0		4430.0			8022.0	16843.0		22478.0	2252.0	18777.0		31430.0	824631.0	186653.0	2143184	1161120.0			23410230.0							138181.0				13187.0	14084.0			27601.0		372614.0	87659			51816.0	22560878.0	78320464.0	4809.0				142114.0					101006.0	12971.0								593529.0							11078887		27705.0	86576.0	1661.0		57314.0	4406.0			175027	147.0	42495			25752.0					74949.0		28190.0			5731	31897.0							11863.0				104111.0		13311.0	51914.0	5106.0							40136.0	78994.0	26983.0			22000.0	758.0				34928.0	36930.0	844814.0							0.0		0.0			52077.0	0.0	0.0		18023.0	90637.0			9311.0			22140.0			89356.0					245052.0				0.0					0.0		195.0		52400	660.0	466222.0					100616		499085	1061889	754804.0	466233.0	1573708	1484049.0	261085	2759134	1613490	270091	80839.0		39295.0	138135.0	41827.0	29856.0
s00423			30711.0			11082.0		4782148	49949.0	589688.0		42349284	32270.0	263747.0			2034.0		24011742.0		14067.0		266889.0	1181628	138427.0			599043		12973714	122819.0	9003298		144396.0			1777.0		148830				6301.0	79738.0		24667.0		156903	971558.0					31549.0	26423.0	19471.0			129437.0	2222352.0	2508.0	6451.0						125.0	27331	31327.0	8208.0		90828.0		22790.0		20406.0		1182298.0			1606109.0			107428.0	24355.0		86698.0		2359570.0			1210.0		4056.0	18727.0		33426.0	6246.0	15592.0	39462.0	25070.0	842242.0	534264.0	2491434	1318088.0			29553512.0	44473.0						185846.0	2110.0			20104.0	17279.0			13244.0	7381.0	98845.0	99197		8961.0		22294782.0	90272752.0	13852.0				155355.0					136405.0	29072.0		2599.0			14901.0		2332.0	83560.0							12010335		38023.0	8822.0	391.0		45225.0	6612.0			31337	240.0	37530			28686.0					111765.0		31403.0			5708	50074.0							29609.0	12684.0			154589.0		14644.0	75513.0	13001.0							76349.0	7150.0	40643.0				205363.0	21746.0	5431.0	12473.0		19792.0	1658318.0							3709700.0		110176.0			129948.0	43157.0	1463134.0	6075.0	13237.0	117809.0			2953.0	1922.0		40087.0			92040.0				7577.0	505018.0						326520.0							92591	43748.0	1147958.0				901.0	89152		564334	1275489	967987.0	645847.0	2211370	2185256.0	335367	4188498	2628021	400531	119787.0		41605.0	888153.0	32838.0	8230.0
s00481			6243.0			11006.0		5370296	1497948.0	1998632.0		53010324	55990.0	248583.0			4968.0		13715242.0		2667.0		176433.0	37547	181632.0			799844		8704248	8868.0	52154		17248.0			22642.0		41317				330.0	1951.0		71955.0		2138	1247019.0					3019437.0	56033.0	0.0			6779.0	8740.0	1870.0	5887.0						7157.0	29431	8578.0	32900.0		653710.0		135752.0		4912.0		61.0			6260471.0			149585.0	33093.0		69322.0		2860850.0			781.0		56547.0	14622.0		29620.0	11825.0	24240.0	37810.0	38080.0	773434.0	35132.0	3075181	1287662.0			683750.0	21163.0						218545.0	1057.0			48360.0	33445.0			8258.0	13334.0	395070.0	70773		7367.0		118843.0	604288.0	3230.0				290468.0					220901.0	5542.0		1966.0			264301.0		4511.0	39.0							97802		26610.0	249816.0	251216.0		51227.0	6016.0			73907	4078526.0	39636			58984.0					73545.0		21082.0			61057	79798.0							2617.0	17344.0			54725.0		19918.0	99572.0	1662.0							124720.0	15086.0	26284.0				1000.0	27764.0	3420.0	3135.0		19204.0	1540034.0							2150.0		0.0			12911.0	770.0	2434.0	778.0	13169.0	2703.0			12081.0	752.0		20333.0			92475.0				3383.0	650697.0						387490.0							54306	1635.0	978104.0				1016.0	102634		574082	1422621	1311085.0	698016.0	3291519	2615512.0	409133	4650769	2654496	596405	135805.0		50871.0	156822.0	39638.0	15702.0
s00428			57641.0			11914.0		4041038	38097.0	611518.0		43038052	39061.0	220319.0			10836.0		25299196.0		13017.0		274528.0	1391659	146871.0			710106		13344359	132968.0	10715477		131431.0			1517.0		142384				9942.0	91413.0		41389.0		104909	732745.0					131917.0	33715.0	23675.0			107703.0	2387512.0	2446.0	5060.0						0.0	23919	36858.0	8173.0		410808.0		40648.0		23357.0		1263297.0			1754327.0			116437.0	46999.0		65000.0		2512356.0			1505.0		4850.0	19827.0		31212.0	3438.0	17567.0	45657.0	20778.0	780344.0	515866.0	2692625	1315379.0			31066046.0	36669.0						209130.0	3494.0			19954.0	17717.0			22353.0	8680.0	178672.0	137515		10221.0		24660966.0	91655808.0	13153.0				173607.0					140819.0	28024.0		2720.0			11727.0		2335.0	46225.0							12356301		45247.0	63652.0	3193.0		49174.0	2899.0			34140	904.0	41331			30540.0					141682.0		32484.0			5264	59507.0							28803.0	15178.0			179233.0		14666.0	74518.0	13843.0							79388.0	16287.0	52511.0				294455.0	20402.0	6046.0	15698.0		22356.0	1683275.0							5062516.0		125148.0			121269.0	40423.0	1212270.0	9173.0	15190.0	110893.0			8963.0	985.0		38986.0			129361.0				11477.0	407198.0						317466.0							80691	16655.0	1049701.0				2525.0	84261		559575	1247198	861933.0	599561.0	2108725	2062616.0	318278	4084780	2463583	348890	115681.0		46990.0	707815.0	33450.0	8110.0
s00443			18090.0			14018.0		5675384	54367.0	1759633.0		42196624	36751.0	308241.0			11939.0		23391160.0		3781.0		287922.0	1576640	142483.0			611342		8219076	127909.0	4296766		106711.0			2083.0		146787				6669.0	79410.0		57948.0		29360	1190722.0					6359842.0	25732.0	25501.0			180233.0	10842.0	2603.0	5357.0						67066.0	22349	7929.0	10695.0		336921.0		176739.0		22649.0		26874.0			1658832.0			95994.0	35041.0		59845.0		2521932.0			486.0		5801.0	17830.0		30940.0	3657.0	21507.0	49117.0	25838.0	958882.0	982126.0	2568688	1384706.0			29585574.0	25772.0						41825.0	1798.0			16242.0	16693.0			8485.0	6609.0	410381.0	64662		9046.0		23073222.0	88353160.0	14103.0				211231.0					139200.0	29233.0		238305.0			9103.0		1729.0	72.0							10563867		53125.0	144184.0	2784.0		46967.0	4904.0			40037	439.0	27484			27803.0					145920.0		15368.0			16578	54427.0							25756.0	12260.0			155618.0		17069.0	79896.0	9115.0							70780.0	49682.0	38735.0				98254.0	23453.0	5071.0	246.0		16799.0	1679536.0							4646614.0		218733.0			78558.0	17073.0	250354.0	6798.0	13560.0	116666.0			2344.0	1085.0		25043.0			64129.0				6361.0	537387.0						423521.0							55370	22941.0	1020574.0				1973.0	98668		529515	1266441	904138.0	638967.0	2036982	2083021.0	303675	3710899	2375716	327413	123828.0		46698.0	514763.0	34826.0	5710.0
s00418			70939.0			11229.0		4333652	8578.0	630134.0		43036680	34399.0	271760.0			4600.0		25711332.0		11511.0		278279.0	1417562	147338.0			620912		8112607	130882.0	12867529		131171.0			1721.0		130485				3944.0	90028.0		20166.0		152720	483936.0					119730.0	24765.0	22979.0			99356.0	2390978.0	7342.0	3513.0						0.0	25031	25444.0	10830.0		370007.0		25320.0		20511.0		1258170.0			1703726.0			120352.0	46361.0		56773.0		2499419.0			1703.0		4053.0	18853.0		32960.0	3842.0	20977.0	41016.0	41450.0	832325.0	577364.0	2786281	1389835.0			31053294.0	42675.0						214782.0	1112.0			21263.0	18744.0			17518.0	8072.0	173423.0	136472		9717.0		24711744.0	91964008.0	12524.0				178216.0					147822.0	30305.0		2451.0			15159.0		2002.0	41684.0							12312745		39598.0	22785.0	1663.0		47059.0	12704.0			35344	74.0	40861			30221.0					141719.0		35598.0			6846	59000.0							33862.0	14233.0			165327.0		16059.0	77847.0	10982.0							77446.0	14468.0	42566.0				341961.0	24136.0	4805.0	16725.0		22155.0	1725025.0							5730328.0		137227.0			130668.0	57365.0	2531776.0	9482.0	14465.0	111253.0			3682.0	815.0		44880.0			132859.0				11129.0	460744.0						334584.0							93019	47026.0	1157402.0				1067.0	64708		537726	1263098	902639.0	641406.0	2075648	2116540.0	323374	3946270	2441083	389367	110573.0		42109.0	762861.0	34922.0	7869.0
