	m_c18n_0000	m_c18n_0001	m_c18n_0003	m_c18n_0006	m_c18n_0008	m_c18n_0009	m_c18n_0010	m_c18n_0011	m_c18n_0013	m_c18n_0016	m_c18n_0017	m_c18n_0018	m_c18n_0019	m_c18n_0020	m_c18n_0021	m_c18n_0022	m_c18n_0023	m_c18n_0024	m_c18n_0025	m_c18n_0026	m_c18n_0027	m_c18n_0028	m_c18n_0029	m_c18n_0030	m_c18n_0031	m_c18n_0035	m_c18n_0037	m_c18n_0039	m_c18n_0041	m_c18n_0042	m_c18n_0043	m_c18n_0048	m_c18n_0049	m_c18n_0050	m_c18n_0051	m_c18n_0052	m_c18n_0053	m_c18n_0054	m_c18n_0055	m_c18n_0056	m_c18n_0058	m_c18n_0059	m_c18n_0060	m_c18n_0061	m_c18n_0062	m_c18n_0063	m_c18n_0064	m_c18n_0065	m_c18n_0066	m_c18n_0067	m_c18n_0068	m_c18n_0071	m_c18n_0072	m_c18n_0073	m_c18n_0074	m_c18n_0077	m_c18n_0080	m_c18n_0082	m_c18n_0084	m_c18n_0086	m_c18n_0087	m_c18n_0088	m_c18n_0093	m_c18n_0094	m_c18n_0097	m_c18n_0098	m_c18n_0099	m_c18n_0100	m_c18n_0101	m_c18n_0103	m_c18n_0104	m_c18n_0105	m_c18n_0107	m_c18n_0108	m_c18n_0109	m_c18n_0110	m_c18n_0112	m_c18n_0113	m_c18n_0114	m_c18n_0116	m_c18n_0117	m_c18n_0122	m_c18n_0127	m_c18n_0128	m_c18n_0129	m_c18n_0130	m_c18n_0132	m_c18n_0133	m_c18n_0135	m_c18n_0136	m_c18n_0139	m_c18n_0140	m_c18n_0141	m_c18n_0145	m_c18n_0148	m_c18n_0150	m_c18n_0152	m_c18n_0158	m_c18n_0159	m_c18n_0160	m_c18n_0161	m_c18n_0162	m_c18n_0164	m_c18n_0166	m_c18n_0167	m_c18n_0168	m_c18n_0171	m_c18n_0172	m_c18n_0175	m_c18n_0176	m_c18n_0177	m_c18n_0179	m_c18n_0181	m_c18n_0182	m_c18n_0189	m_c18n_0196	m_c18n_0198	m_c18n_0200	m_c18n_0205	m_c18n_0206	m_c18n_0213	m_c18n_0214	m_c18n_0215	m_c18n_0218	m_c18n_0219	m_c18n_0221	m_c18n_0224	m_c18n_0226	m_c18n_0231	m_c18n_0233	m_c18n_0234	m_c18n_0237	m_c18n_0238	m_c18n_0242	m_c18n_0248	m_c18n_0250	m_c18n_0251	m_c18n_0256	m_c18n_0258	m_c18n_0259	m_c18n_0262	m_c18n_0263	m_c18n_0265	m_c18n_0266	m_c18n_0267	m_c18n_0271	m_c18n_0273	m_c18n_0275	m_c18n_0278	m_c18n_0280	m_c18n_0282	m_c18n_0283	m_c18n_0284	m_c18n_0285	m_c18n_0286	m_c18n_0288	m_c18n_0291	m_c18n_0292	m_c18n_0294	m_c18n_0297	m_c18n_0298	m_c18n_0302	m_c18n_0303	m_c18n_0307	m_c18n_0309	m_c18n_0312	m_c18n_0313	m_c18n_0316	m_c18n_0317	m_c18n_0321	m_c18n_0323	m_c18n_0325	m_c18n_0328	m_c18n_0329	m_c18n_0330	m_c18n_0335	m_c18n_0337	m_c18n_0338	m_c18n_0340	m_c18n_0345	m_c18n_0347	m_c18n_0348	m_c18n_0351	m_c18n_0356	m_c18n_0357	m_c18n_0358	m_c18n_0360	m_c18n_0361	m_c18n_0362	m_c18n_0365	m_c18n_0366	m_c18n_0367	m_c18n_0373	m_c18n_0381	m_c18n_0382	m_c18n_0383	m_c18n_0385	m_c18n_0388	m_c18n_0390	m_c18n_0392	m_c18n_0398	m_c18n_0399	m_c18n_0400	m_c18n_0401	m_c18n_0402	m_c18n_0404	m_c18n_0413	m_c18n_0414	m_c18n_0415	m_c18n_0416	m_c18n_0418	m_c18n_0419	m_c18n_0420	m_c18n_0421	m_c18n_0422	m_c18n_0425	m_c18n_0428	m_c18n_0433	m_c18n_0435	m_c18n_0436	m_c18n_0438	m_c18n_0439	m_c18n_0440	m_c18n_0445	m_c18n_0449	m_c18n_0451	m_c18n_0452	m_c18n_0453	m_c18n_0455	m_c18n_0458	m_c18n_0466	m_c18n_0467	m_c18n_0469	m_c18n_0475	m_c18n_0476	m_c18n_0477	m_c18n_0479	m_c18n_0480	m_c18n_0482	m_c18n_0485	m_c18n_0486	m_c18n_0492	m_c18n_0493	m_c18n_0501	m_c18n_0502	m_c18n_0506	m_c18n_0517	m_c18n_0519	m_c18n_0521	m_c18n_0523	m_c18n_0524	m_c18n_0527	m_c18n_0528	m_c18n_0530	m_c18n_0543	m_c18n_0547	m_c18n_0551	m_c18n_0553	m_c18n_0556	m_c18n_0557	m_c18n_0558	m_c18n_0559	m_c18n_0560	m_c18n_0561	m_c18n_0562	m_c18n_0563	m_c18n_0564	m_c18n_0565	m_c18n_0566
s00207	0.0	0.0		124.0	1410.0	18993.0		1349.0		0.0			2459.0	497.0	0.0	11333.0	0.0	71213.0	102.0	19407.0	14185.0			0.0	23364.0	0.0			185.0	265.0			0.0	107.0	118.0		103.0		6928.0		0.0			118.0	678.0	0.0	3058.0	0.0		0.0		0.0	583.0		220.0	703.0	14185.0	178.0	140.0	0.0	0.0			2148.0		0.0		266.0								3349.0	6663.0		0.0		698.0	0.0			216.0				0.0		151.0		975.0			513.0		132.0		0.0							0.0	148.0							0.0				1960.0							115.0	3004.0	0.0				17663.0	15158							0.0		0.0	0.0		11870.0	0.0			104.0	0.0		0.0	0.0			0.0			104.0	242.0		0.0					120.0	0.0		0.0	0.0	0.0	0.0			0.0			0.0					0.0	24		0.0		0.0	0.0	113.0			0.0				122.0	0.0			133805.0		0.0			3055448.0	0.0				0.0	0.0			0.0	0.0	0.0	0.0	38706.0		0.0		0.0		0.0		7028.0	0.0	0.0		0.0	0.0	0.0	0.0								0.0			0.0					0.0							0.0	626.0	0.0	15088	0	0	0	402	1362	45971	7503	244.0
s00152	0.0	0.0		0.0	7.0	12605.0		1584.0		0.0			5978.0	111.0	0.0	43151.0	0.0	31521.0	107.0	44668.0	7279.0			0.0	37535.0	0.0			148.0	111.0			0.0	216.0	0.0		102.0		9040.0		0.0			209.0	191.0	0.0	1075.0	0.0		0.0		193.0	2012.0		157.0	1714.0	12682.0	0.0	553.0	0.0	0.0			617.0		146.0		555.0								560.0	11806.0		0.0		121.0	0.0			480.0				366.0		0.0		888.0			1648.0		150.0		109.0							0.0	180.0							0.0				1532.0							106.0	4198.0	0.0				21635.0	19694							0.0		0.0	0.0		11260.0	163.0			0.0	0.0		0.0	0.0			0.0			0.0	153.0		0.0					108.0	103.0		165.0	0.0	0.0	0.0			0.0			0.0					0.0	388		0.0		0.0	0.0	0.0			0.0				169.0	141.0			188938.0		0.0			3716519.0	0.0				0.0	0.0			0.0	0.0	0.0	0.0	76542.0		0.0		0.0		0.0		7650.0	0.0	0.0		0.0	0.0	0.0	0.0								0.0			153.0					0.0							0.0	382.0	0.0	15759	112	0	111	707	3336	42251	23286	769.0
s00193	28483.0	16838.0		2442530.0	25096.0	1003129.0		152164.0		0.0			2469818.0	10335.0	55890.0	2216850.0	1106277.0	24499320.0	713176.0	1119661.0	63314.0			9951.0	12561.0	2059353.0			227447.0	714134.0			122012.0	1291956.0	14488.0		51787.0		73325.0		5930.0			177065.0	38733.0	361403.0	1534704.0	82453.0		10083.0		56291.0	131053.0		162279.0	14782.0	302633.0	13691.0	167339.0	9306.0	14335.0			3112.0		43252.0		172435.0								423213.0	233158.0		20009.0		14347.0	25742.0			22112.0				55701.0		10193.0		158065.0			42234.0		18412.0		42264.0							57948.0	20532.0							7113.0				296189.0							11449.0	664532.0	124836.0				746496.0	9676684							11498.0		85439.0	9423.0		56971.0	196536.0			101185.0	57892.0		52124.0	136587.0			75118.0			2154.0	864.0		8451.0					72379.0	25411.0		66010.0	1664.0	449.0	168734.0			24954.0			135277.0					8872.0	3678789		750.0		24104.0	326508.0	223.0			177964.0				18644.0	42600.0			179976.0		0.0			6306608.0	18628.0				2477.0	7971.0			0.0	0.0	6288.0	11667.0	138997.0		917.0		24493.0		0.0		8140.0	25414.0	239555.0		0.0	342419.0	448.0	11440.0								343.0			14439.0					13492.0							6554.0	160205.0	269668.0	1106599	828707	510586	104801	2601921	3184468	9688062	7848030	128867.0
s00188	26761.0	20552.0		2576450.0	29260.0	18758.0		17918.0		62880.0			1711476.0	6798.0	15625.0	1537523.0	938210.0	25658510.0	613779.0	1556569.0	24439.0			10434.0	306251.0	977742.0			197363.0	1176283.0			38001.0	993886.0	27445.0		19420.0		12450.0		12982.0			162864.0	34235.0	608267.0	66704.0	152663.0		7952.0		48627.0	268612.0		66591.0	12241.0	385674.0	10192.0	258636.0	64595.0	14500.0			34224.0		36459.0		50297.0								334717.0	268429.0		3478.0		32601.0	26648.0			23291.0				40749.0		37843.0		284936.0			31574.0		12804.0		51142.0							5519.0	165812.0							49794.0				218508.0							3579.0	752639.0	53325.0				1364989.0	6232902							10363.0		71022.0	6051.0		25841.0	155394.0			79110.0	47751.0		8287.0	8243.0			41895.0			29420.0	126.0		6538.0					10937.0	25645.0		93849.0	1051.0	183.0	129581.0			19081.0			171685.0					6920.0	2630648		266.0		12668.0	271445.0	1665.0			406962.0				24631.0	34646.0			181257.0		57567.0			7391474.0	76865.0				2192.0	7200.0			191082.0	138206.0	2932.0	60156.0	102980.0		247362.0		27003.0		0.0		6735.0	17056.0	297801.0		4173.0	287254.0	5198.0	3784.0								0.0			7616.0					6409.0							3404.0	163872.0	220542.0	998568	719954	376155	144354	2171922	2740243	8963157	7925340	115428.0
s00127	947.0	26399.0		3212.0	35643.0	373840.0		35369.0		36966.0			53127.0	18436.0	19612.0	1984814.0	768118.0	22101560.0	601126.0	1375940.0	405208.0			20996.0	5883.0	4908.0			88908.0	2271287.0			55069.0	1070457.0	28867.0		14168.0		12552.0		11547.0			147901.0	54604.0	753065.0	86382.0	42762.0		250.0		41079.0	50274.0		14050.0	13729.0	2446.0	16351.0	9818.0	21165.0	9110.0			10900.0		39688.0		62324.0								15950.0	400895.0		1528.0		7328.0	27996.0			18299.0				42956.0		10786.0		292377.0			27012.0		17369.0		100228.0							7163.0	7837.0							26587.0				807.0							4881.0	1848041.0	83188.0				563533.0	8943163							11243.0		2576.0	9269.0		34933.0	181399.0			106016.0	14084.0		11648.0	21183.0			37813.0			33651.0	0.0		7129.0					409.0	17596.0		31854.0	186.0	139.0	233989.0			20190.0			124942.0					6287.0	3202126		0.0		62962.0	323677.0	2035.0			295979.0				690.0	28271.0			362862.0		80491.0			8419630.0	59330.0				8648.0	5557.0			174991.0	67019.0	3848.0	5878.0	310668.0		162703.0		10928.0		2090.0		12821.0	21943.0	2290.0		4277.0	306093.0	10442.0	432.0								368.0			9556.0					8309.0							4368.0	158571.0	276011.0	1072875	825609	546761	153210	2585964	3341156	10924901	8719107	121985.0
s00179	0.0	0.0		376.0	1120.0	11921.0		1811.0		0.0			2422.0	360.0	0.0	28715.0	0.0	48519.0	136.0	14791.0	3229.0			0.0	21134.0	146.0			111.0	403.0			362.0	0.0	0.0		0.0		14544.0		0.0			0.0	635.0	0.0	2557.0	0.0		0.0		112.0	673.0		398.0	1128.0	12308.0	0.0	1084.0	0.0	0.0			1412.0		256.0		1089.0								790.0	7226.0		107.0		0.0	0.0			1478.0				648.0		208.0		3663.0			1521.0		0.0		148.0							0.0	0.0							0.0				1601.0							0.0	3040.0	0.0				29441.0	33305							0.0		0.0	0.0		10413.0	177.0			0.0	0.0		0.0	0.0			0.0			0.0	0.0		128.0					0.0	0.0		0.0	0.0	126.0	0.0			201.0			0.0					0.0	113		0.0		102.0	0.0	113.0			0.0				0.0	0.0			151217.0		0.0			3485093.0	0.0				0.0	0.0			0.0	0.0	0.0	0.0	50737.0		0.0		0.0		0.0		8210.0	0.0	0.0		0.0	0.0	0.0	0.0								0.0			0.0					0.0							0.0	473.0	0.0	13974	163	0	114	613	1663	56769	27256	1575.0
s00135	23780.0	11426.0		2230975.0	1069.0	334400.0		29207.0		85789.0			1740258.0	4484.0	10720.0	1332814.0	64538.0	21867170.0	537497.0	799078.0	34533.0			12080.0	10388.0	1221408.0			171722.0	140977.0			53163.0	642198.0	2192.0		136784.0		37204.0		10647.0			160647.0	34783.0	469163.0	89438.0	178806.0		6852.0		37398.0	236459.0		70445.0	14403.0	329524.0	6594.0	287505.0	22835.0	9653.0			30240.0		28785.0		34732.0								334646.0	228412.0		32229.0		0.0	32607.0			17480.0				29709.0		17595.0		2334.0			17342.0		12491.0		19490.0							126529.0	205989.0							29578.0				180413.0							10742.0	448321.0	37783.0				1220030.0	5369192							8939.0		53698.0	126.0		27328.0	139662.0			80135.0	49180.0		8443.0	6925.0			65513.0			27855.0	24461.0		6346.0					18536.0	26434.0		103381.0	779.0	529.0	109129.0			14668.0			158199.0					3281.0	2414312		476.0		10072.0	212639.0	1431.0			132734.0				25752.0	29748.0			277799.0		44612.0			6556190.0	62129.0				4160.0	5621.0			133297.0	67090.0	686.0	63328.0	130597.0		147122.0		36613.0		0.0		9629.0	18006.0	13297.0		6135.0	274100.0	256.0	784.0								140.0			3878.0					6512.0							9373.0	162116.0	238244.0	958896	662914	361494	176960	2053843	2705707	8415315	7246164	93656.0
s00136	22231.0	10309.0		1961892.0	25668.0	408131.0		22546.0		31879.0			1534019.0	4822.0	8117.0	1184517.0	675510.0	26281532.0	476742.0	1567080.0	19751.0			14843.0	7269.0	1050933.0			178882.0	1796572.0			55711.0	697056.0	24455.0		5942.0		9616.0		15384.0			80736.0	42603.0	554432.0	67887.0	163360.0		4026.0		36523.0	104186.0		87786.0	10549.0	277519.0	6007.0	259887.0	41057.0	11516.0			66710.0		37744.0		54946.0								297722.0	299689.0		3332.0		24182.0	23421.0			16799.0				32695.0		20092.0		379109.0			33099.0		15634.0		58643.0							4382.0	198465.0							51468.0				224085.0							4545.0	1242676.0	93885.0				1565518.0	4818917							11149.0		35172.0	10351.0		58652.0	150379.0			62815.0	36813.0		6989.0	1794.0			35592.0			28582.0	0.0		5633.0					1453.0	28168.0		57611.0	625.0	135.0	118078.0			19466.0			131997.0					4782.0	2724878		551.0		11281.0	232369.0	1503.0			474868.0				27294.0	31473.0			291259.0		44534.0			8260033.0	65697.0				2472.0	3404.0			173338.0	61813.0	1930.0	68485.0	297993.0		141519.0		33904.0		17096.0		9899.0	17140.0	372603.0		6097.0	279552.0	7797.0	234.0								352.0			6983.0					7577.0							2944.0	148032.0	215162.0	856577	651352	346574	118248	2041894	2648502	8803228	7598004	72146.0
s00189	26606.0	22311.0		2015950.0	20496.0	20244.0		21057.0		64802.0			1673278.0	6243.0	12775.0	1553831.0	927716.0	26481986.0	434666.0	1305878.0	24871.0			9979.0	290079.0	1063562.0			156592.0	1585755.0			65248.0	711876.0	24452.0		30090.0		12365.0		15870.0			177134.0	37389.0	627412.0	69000.0	154397.0		5813.0		50732.0	269031.0		70237.0	13987.0	369875.0	12835.0	250972.0	59092.0	16559.0			35471.0		39698.0		47026.0								353195.0	269348.0		7026.0		29734.0	25597.0			25349.0				41171.0		23828.0		292348.0			35396.0		15024.0		49351.0							4930.0	160734.0							51588.0				233372.0							4225.0	756201.0	35125.0				1492602.0	6447020							12594.0		45706.0	1627.0		27100.0	150683.0			74859.0	54711.0		9136.0	10505.0			43606.0			28976.0	0.0		8174.0					7276.0	29248.0		49935.0	241.0	228.0	134892.0			20763.0			129360.0					6168.0	2721996		481.0		15606.0	282436.0	1619.0			405487.0				24307.0	37257.0			186895.0		56534.0			7663014.0	75623.0				3805.0	4038.0			197982.0	138140.0	2041.0	63210.0	45897.0		252227.0		30541.0		0.0		7417.0	18280.0	317123.0		4901.0	289157.0	2745.0	4621.0								0.0			9417.0					7014.0							3859.0	163469.0	233632.0	1000516	761526	382404	147784	2276273	2733344	9822279	7941446	115968.0
s00155	20611.0	21636.0		2065626.0	30359.0	124689.0		560070.0		0.0			2060295.0	41099.0	14674.0	2506957.0	617305.0	22667674.0	728896.0	1552206.0	1073393.0			20391.0	534934.0	1427794.0			148413.0	997336.0			32263.0	916099.0	10215.0		16471.0		42649.0		15407.0			224033.0	44283.0	698048.0	11752515.0	20543.0		6507.0		39109.0	101652.0		85338.0	15011.0	147368.0	18654.0	10632.0	70872.0	10182.0			11468.0		35289.0		77787.0								16636.0	288159.0		1493.0		16206.0	29302.0			23655.0				88824.0		25173.0		1470.0			38757.0		18594.0		81214.0							7272.0	9145.0							174866.0				290610.0							10456.0	768892.0	21746.0				694873.0	8152312							11156.0		39442.0	5458.0		56380.0	229420.0			112631.0	38536.0		10362.0	8542.0			70201.0			34895.0	0.0		8128.0					2963.0	12913.0		88718.0	346.0	0.0	499903.0			17093.0			159199.0					7842.0	2601054		9114.0		104664.0	585599.0	2706.0			335961.0				13652.0	32801.0			295837.0		201.0			7894522.0	71840.0				274.0	8437.0			0.0	991.0	1440.0	4721.0	571881.0		562.0		17889.0		160.0		8151.0	22362.0	194589.0		6074.0	324160.0	2710.0	265.0								84384.0			7407.0					8008.0							5521.0	168605.0	250867.0	1139633	828271	511656	103053	2317148	3086375	10018452	7963589	126189.0
s00167	52.0	13626.0		12088.0	24513.0	576558.0		45816.0		40959.0			2909319.0	17070.0	18014.0	1438327.0	814553.0	25886744.0	1293468.0	1333606.0	77224.0			11943.0	15490.0	1130477.0			1600054.0	1069543.0			140948.0	1199390.0	14135.0		12719.0		15456.0		17440.0			418819.0	32540.0	601243.0	86905.0	103532.0		5150.0		48501.0	266571.0		152820.0	9905.0	4833.0	6323.0	245628.0	51732.0	16121.0			182801.0		34314.0		51303.0								277877.0	260919.0		3398.0		3290.0	28586.0			40249.0				46529.0		23474.0		156301.0			33324.0		14231.0		52595.0							4306.0	198407.0							37178.0				204075.0							12046.0	697597.0	36360.0				1599160.0	6242460							10323.0		40411.0	6144.0		31362.0	175020.0			73957.0	60177.0		10480.0	5132.0			63707.0			32001.0	0.0		8369.0					10767.0	30551.0		58160.0	36485.0	294.0	210200.0			19531.0			136662.0					17054.0	2861855		565.0		266504.0	269160.0	4973.0			2443.0				26003.0	36111.0			206986.0		277.0			8795398.0	7174.0				6.0	0.0			0.0	0.0	9197.0	124159.0	767652.0		3940.0		21777.0		1350.0		8979.0	19192.0	373471.0		7654.0	262148.0	3873.0	1429.0								100.0			7329.0					7286.0							4182.0	150487.0	223087.0	983308	707498	349118	105810	2156632	2622508	9511259	7743113	105255.0
s00205	0.0	0.0		0.0	2195.0	25916.0		2615.0		0.0			2013.0	0.0	0.0	32597.0	0.0	39674.0	102.0	14763.0	31508.0			0.0	40405.0	0.0			287.0	1570.0			0.0	0.0	0.0		0.0		7844.0		0.0			135.0	264.0	0.0	1409.0	116.0		0.0		153.0	663.0		490.0	1963.0	2515.0	368.0	346.0	0.0	0.0			2559.0		227.0		1230.0								348.0	20496.0		0.0		295.0	0.0			510.0				408.0		0.0		459.0			1635.0		107.0		217.0							0.0	0.0							0.0				2085.0							129.0	4762.0	0.0				28709.0	16326							0.0		0.0	0.0		10940.0	126.0			150.0	0.0		0.0	0.0			0.0			127.0	0.0		0.0					274.0	0.0		0.0	0.0	0.0	0.0			0.0			0.0					0.0	112		0.0		0.0	120.0	0.0			0.0				0.0	0.0			137942.0		0.0			3517086.0	0.0				0.0	0.0			0.0	0.0	0.0	0.0	35415.0		0.0		0.0		106.0		6352.0	0.0	0.0		0.0	0.0	0.0	0.0								0.0			0.0					0.0							0.0	284.0	0.0	23386	0	0	0	1797	7901	35164	21364	831.0
s00180	35.0	27020.0		8881.0	42109.0	656437.0		84381.0		74210.0			1208884.0	7697.0	24670.0	2123623.0	1088846.0	30592710.0	1056656.0	1275604.0	501456.0			18736.0	12165.0	2576.0			120365.0	1447078.0			20875.0	1550317.0	11248.0		12808.0		15429.0		12871.0			340427.0	47354.0	749836.0	385177.0	48922.0		580.0		52784.0	24543.0		15609.0	13273.0	4526.0	17086.0	14286.0	14680.0	13275.0			58553.0		35908.0		63628.0								21748.0	333143.0		8556.0		4438.0	26883.0			34754.0				61322.0		10426.0		1752.0			45626.0		18102.0		119182.0							7648.0	8629.0							72568.0				831.0							6408.0	795704.0	33950.0				1556568.0	7678175							12122.0		44562.0	13454.0		33768.0	205133.0			108943.0	13928.0		9285.0	13869.0			53072.0			15972.0	119.0		7573.0					2011.0	26621.0		50945.0	489.0	9146.0	248012.0			22807.0			176498.0					6077.0	3167685		499.0		76575.0	337142.0	675.0			317853.0				5357.0	34514.0			197928.0		284.0			7152167.0	83131.0				8859.0	8273.0			0.0	489.0	11244.0	13340.0	66480.0		200.0		20578.0		266.0		9401.0	20850.0	178682.0		5965.0	327176.0	8087.0	3040.0								985.0			9169.0					9935.0							5520.0	160552.0	262599.0	1118321	811335	465926	184355	2398594	3020652	10571877	8193969	110933.0
s00181	150.0	28482.0		8951.0	24884.0	562996.0		61248.0		55706.0			628857.0	7373.0	12347.0	1995365.0	1017791.0	29304518.0	676700.0	1403608.0	461608.0			15350.0	17536.0	2446.0			87512.0	1246219.0			24121.0	1377917.0	13366.0		11225.0		17605.0		13771.0			321256.0	40918.0	684646.0	473672.0	36587.0		860.0		48933.0	14023.0		15419.0	11575.0	4149.0	16743.0	9546.0	16084.0	17694.0			52953.0		36200.0		49629.0								25223.0	346752.0		1842.0		11344.0	27260.0			34512.0				41017.0		27726.0		2118.0			41969.0		15283.0		104385.0							8658.0	11063.0							70157.0				709.0							5717.0	758328.0	29133.0				1516700.0	6868467							10889.0		25393.0	10568.0		28291.0	212004.0			115783.0	14002.0		9240.0	13395.0			56512.0			15819.0	495.0		7808.0					959.0	26773.0		52445.0	3493.0	11584.0	272533.0			18861.0			192383.0					4161.0	2848536		160.0		95028.0	314717.0	1016.0			202064.0				761.0	36698.0			185610.0		0.0			8608761.0	64020.0				3690.0	6422.0			0.0	373.0	4730.0	5957.0	88273.0		0.0		21797.0		349.0		8884.0	18344.0	95063.0		5887.0	314491.0	7184.0	3146.0								1174.0			7169.0					6995.0							5277.0	152966.0	242846.0	1079313	715881	448502	161235	2148342	2672196	9175446	7668638	109417.0
s00146	167.0	25768.0		8173.0	34356.0	512105.0		92177.0		53106.0			43425.0	6079.0	20802.0	1706731.0	857484.0	29196386.0	2744255.0	6126107.0	563050.0			12767.0	9429.0	1208.0			202221.0	1499698.0			102517.0	816826.0	27549.0		76571.0		12453.0		12575.0			795755.0	39270.0	545874.0	487382.0	33590.0		427.0		41786.0	700980.0		25871.0	12895.0	1971.0	14317.0	6726.0	13875.0	12752.0			52467.0		35103.0		46891.0								17105.0	309783.0		2371.0		6383.0	28617.0			29757.0				41918.0		59594.0		134176.0			44297.0		14463.0		63401.0							3362.0	6764.0							55180.0				1148.0							6090.0	685800.0	35843.0				1845658.0	6463156							12834.0		7836.0	44996.0		28042.0	233856.0			126964.0	13102.0		11819.0	11219.0			51441.0			31562.0	749.0		7115.0					2481.0	22119.0		30832.0	2503.0	353.0	321637.0			17359.0			139575.0					5124.0	2891070		1179.0		89602.0	296548.0	1852.0			188752.0				1831.0	35826.0			243618.0		207.0			7619498.0	60783.0				2567.0	6981.0			0.0	0.0	55133.0	6759.0	99259.0		0.0		25073.0		0.0		8584.0	19507.0	10373.0		3954.0	309358.0	5130.0	856.0								361.0			8307.0					5530.0							3362.0	143998.0	225522.0	1060012	742357	456768	146301	2050091	2648871	9238199	7226864	100057.0
s00163	13658.0	17235.0		936582.0	27104.0	512962.0		269183.0		0.0			2537570.0	31829.0	22704.0	2006458.0	743077.0	29656044.0	1305832.0	1408404.0	511297.0			15875.0	237470.0	1037212.0			1260564.0	1042170.0			302457.0	1283730.0	11605.0		29432.0		16386.0		15495.0			427837.0	38221.0	536822.0	5186680.0	77706.0		6773.0		47787.0	352980.0		131135.0	14674.0	96940.0	9568.0	153496.0	53629.0	14820.0			96952.0		39768.0		162028.0								181813.0	276452.0		2166.0		10349.0	25912.0			33509.0				54905.0		13351.0		65070.0			47708.0		17374.0		67516.0							4997.0	107117.0							75131.0				263370.0							11571.0	680520.0	25591.0				1714145.0	7347134							11303.0		57886.0	8010.0		41557.0	206470.0			90425.0	55697.0		14286.0	7413.0			104224.0			34034.0	154.0		8728.0					10198.0	26692.0		60104.0	66566.0	200.0	344068.0			19341.0			125038.0					11485.0	2848870		2116.0		207371.0	425402.0	6972.0			141597.0				19116.0	39217.0			271376.0		8210.0			8593952.0	40245.0				2123.0	3345.0			15834.0	17210.0	13161.0	58607.0	506763.0		6843.0		18773.0		945.0		7132.0	20630.0	283213.0		6325.0	295516.0	3072.0	1602.0								40705.0			8672.0					13141.0							4095.0	143062.0	205316.0	925589	708958	378825	89238	1988709	2635576	9443237	7583798	86482.0
s00166	2212.0	14586.0		15710.0	23675.0	564602.0		71883.0		35972.0			3068058.0	18302.0	23080.0	1564701.0	782445.0	27315166.0	1852548.0	1734907.0	98409.0			14691.0	14254.0	7421.0			2120243.0	993212.0			69761.0	992235.0	14137.0		5290.0		14248.0		19350.0			429469.0	35053.0	618788.0	129351.0	101971.0		5208.0		43414.0	230469.0		165784.0	11324.0	4686.0	6500.0	104893.0	23231.0	15655.0			179001.0		38039.0		53946.0								286164.0	265533.0		4828.0		11057.0	28097.0			37778.0				45042.0		47636.0		128316.0			42350.0		18069.0		56800.0							4224.0	175855.0							46666.0				201178.0							11877.0	690322.0	37619.0				1661510.0	6510539							11796.0		48743.0	9969.0		30757.0	177236.0			74472.0	48755.0		11842.0	3470.0			80817.0			35665.0	640.0		8478.0					7694.0	29471.0		52758.0	114427.0	424.0	209889.0			22009.0			148482.0					17602.0	2990558		2579.0		200201.0	276052.0	8607.0			2971.0				26483.0	35939.0			216819.0		627.0			7774920.0	7412.0				104.0	99.0			0.0	502.0	29913.0	115628.0	773925.0		5487.0		15447.0		1624.0		8173.0	20183.0	347110.0		8328.0	260358.0	2986.0	1940.0								464.0			7322.0					8785.0							3766.0	146072.0	230238.0	971109	744837	349774	125611	2026899	2664948	10382075	7708970	107393.0
s00206	0.0	102.0		516.0	0.0	15570.0		1033.0		110.0			2806.0	775.0	0.0	69480.0	0.0	55709.0	108.0	37368.0	5900.0			0.0	50833.0	105.0			150.0	433.0			101.0	0.0	0.0		0.0		5970.0		0.0			232.0	259.0	0.0	1775.0	0.0		0.0		196.0	1634.0		450.0	1984.0	29706.0	349.0	280.0	0.0	247.0			1411.0		342.0		480.0								2082.0	16703.0		0.0		541.0	0.0			898.0				787.0		307.0		815.0			1495.0		0.0		0.0							0.0	0.0							0.0				1782.0							0.0	4115.0	0.0				18235.0	14171							0.0		0.0	0.0		12364.0	81.0			106.0	0.0		108.0	0.0			0.0			0.0	0.0		0.0					169.0	0.0		0.0	0.0	0.0	0.0			131.0			0.0					0.0	129		0.0		0.0	0.0	0.0			0.0				0.0	0.0			132292.0		0.0			3017496.0	0.0				0.0	0.0			0.0	0.0	0.0	0.0	39229.0		0.0		0.0		0.0		7602.0	0.0	0.0		0.0	0.0	0.0	0.0								0.0			0.0					0.0							0.0	0.0	0.0	11165	0	0	0	708	4213	34180	9789	544.0
